person_id,person_name,subtitle,role,organisation_name,organisation_kind,area,start_date,end_date
112,BASHIR ADAMU,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
301,MOHAMMED ALHAJI SANDA,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
97,AWULU EZEKIEL ADAJI,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
385,SABO MOHAMMED NAKUDU,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
42,ADEYINKA AYANTUNJI AJAYI,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
162,EMMANUEL BARTHOLOMEW EKON,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
343,NWOKOLO ONYEMECHI VICTOR,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
131,CHANCHANGI RUFAI AHMED,"",Vice-Chairman,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
335,NASSIR ALI AHMED,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
72,ALIYU BAHAGO AHMAN PATEGI,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
8,ABDULLAHI IDRIS GARBA,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
270,KINGSLEY OGUNDU CHINDA,"",Vice-Chairman,Customs and Excise Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
263,KENNETH ANAYO CHIKERE,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
427,UCHE LILIAN EKWUNIFE,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,2011-05-29,2015-05-29
187,GARBA BABAYO GAMAWA,"",Vice-Chairman,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
192,GEMADE BARNABAS ANDYAR IYORHER,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
729,ANOHU CHUKWUEMEKA REGINALD,"",Vice-Chairman,Basic Education and Services,Legislative Committee - Federal Reps,,"",2019-05
400,SHEHU NICHOLAS GARBA,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
443,UZO CHARLES AZUBUIKE,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
21,ABIMBOLA OLUWAFEMI DARAMOLA,"",Vice-Chairman,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
830,ABDUSSAMAD DASUKI,"",Chairman,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
328,MUSTAPHA KHABEEB,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
873,ZAKARI ANGULU,"",Vice-Chairman,Electoral Matters & Political Party Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
327,MUSTAPHA DAWAKI BALA,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
192,GEMADE BARNABAS ANDYAR IYORHER,"",Chairman,National Planning & Economic Affairs Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
68,ALHASSAN AISHA JUMMAI,"",Committee Member,Housing Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
400,SHEHU NICHOLAS GARBA,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
797,EZENWA ONYEWUCHI,"",Chairman,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2019-06
468,ZAPHANIAH JISALO BITRUS,"",Committee Member,Customs and Excise Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
159,NDUME MOHAMMED ALI,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
256,JOHN ENOH OWAN ENOH,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
256,JOHN ENOH OWAN ENOH,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
384,ROSE OKOJI OKO,"",Committee Member,Army Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
256,JOHN ENOH OWAN ENOH,"",Committee Member,"Aids, Loans and Debt Management Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
256,JOHN ENOH OWAN ENOH,"",Chairman,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
457,YAKUBU DOGARA,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
207,HARUNA MANU,"",Vice-Chairman,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
335,NASSIR ALI AHMED,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
452,WARMAN WERI OGORIBA,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
297,MAURICE PRONEN,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
378,RAFIU ADEBAYO IBRAHIM,"",Committee Member,Finance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
274,LAFIAGI MOHAMMED SHAABA,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
370,PATRICK A. IKHARIALE,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
383,ROBINSON GBADEBO AJIBOYE,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
410,STELLA UCHENWA OBIAGELI NGWU,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
292,MANAGER JAMES EBIOWOU,"",Chairman,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
422,TOM OGIJO ZAKARI,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
394,SAMUEL OLUSEGUN WILLIAMS,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
420,TITSI KWAGA GANAMA,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
407,SOKONTE HUTTIN DAVIES,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
223,IBRAHIM BUKAR ABBA,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
127,BOROFFICE ROBERT AJAYI,"",Chairman,Science & Technology Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
130,BWACHA EMMANUEL,"",Committee Member,Local and Foreign Debts Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
378,RAFIU ADEBAYO IBRAHIM,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
384,ROSE OKOJI OKO,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
377,RAFEEQUAT ARINOLA ONABAMIRO,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
358,OLAYEMI SIKIRU BUSARI,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
138,CHRISTOPHER OMOWORARE BABAJIDE,"",Committee Member,Solid Minerals Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
256,JOHN ENOH OWAN ENOH,"",Committee Member,Steel Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
258,KABIRU MARAFA ACHIDA,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
258,KABIRU MARAFA ACHIDA,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
369,PALLY ISUMAFE OBOKHUAIME IRIASE,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
419,TINUBU OLUREMI,"",Committee Member,Women Affairs & Social Development Committee (Reps),Legislative Committee - Federal Reps,,2011,2015-05-29
427,UCHE LILIAN EKWUNIFE,"",Committee Member,Women in parliament Committee (Reps),Legislative Committee - Federal Reps,,2011-05-29,2015-05-29
427,UCHE LILIAN EKWUNIFE,"",Committee Member,Electoral Matters & Political Party Matters Committee (Reps),Legislative Committee - Federal Reps,,2011-05-29,2015-05-29
427,UCHE LILIAN EKWUNIFE,"",Chairman,Downstream Petroleum Committee (Senate),Legislative Committee - Senate,,2015-06,2019-06
357,OLAJUMOKE OKOYA-THOMAS,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
350,OGBUEFI ORA OZOMGBACHI,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
341,NOSAKHARE ISAAC OSAHON,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
733,OBINNA CHIDOKA,"",Chairman,Environment and Habitat Committee (Reps),Legislative Committee - Federal Reps,,2015-05,2019-05
322,MURITALA KAYODE ADEWALE BUSARI,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
314,MOSHOOD ABIODUN BAKARE,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
260,KALGO SANI UMAR MOHAMMED,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
259,KAKA KYARI GUJBAWU,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
445,UZOMA NKEM ABONTA,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
310,MOHAMMED UMARU BAGO,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
238,ISA HASSAN MOHAMMED,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
402,SHUAIBU GWANDU GOBIR,"",Vice-Chairman,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
750,OMOSEDE IGBINEDION GABRIELLA,"",Vice-Chairman,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
98,Benedict Ayade,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
431,Ugwuanyi Ifeanyi,"",Chairman,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
431,Ugwuanyi Ifeanyi,"",Committee Member,Population Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
90,Arthur Okowa Ifeanyi,"",Committee Member,Defence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
762,CHUKWUEMEKA UJAM,"",Vice-Chairman,Telecommunications Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
734,ANAYO NNEBE,"",Vice-Chairman,Sports Committee (Reps),Legislative Committee - Federal Reps,,2015-05,2019-05
432,UMAR ABUBAKAR SADE,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
436,UMAR MOHAMMED BATURE,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
139,CHRISTOPHER SUNDAY ETA,"",Vice-Chairman,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
3,ABAYOMI DAUDA KAKO ARE,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
328,MUSTAPHA KHABEEB,"",Committee Member,Diaspora Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
341,NOSAKHARE ISAAC OSAHON,"",Committee Member,Diaspora Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
357,OLAJUMOKE OKOYA-THOMAS,"",Committee Member,Diaspora Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
358,OLAYEMI SIKIRU BUSARI,"",Committee Member,Diaspora Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
407,SOKONTE HUTTIN DAVIES,"",Committee Member,Diaspora Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
420,TITSI KWAGA GANAMA,"",Committee Member,Diaspora Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
452,WARMAN WERI OGORIBA,"",Committee Member,Diaspora Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
20,ABIKE DABIRI-EREWA,"",Chairman,Diaspora Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
78,AMINU KOKO MUSA,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
104,BABA BUKAR MACHINAMA,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
148,DAKUKU ADOL PETERSIDE,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
161,EMEYESE SUNDAY AKPODIOGAGA,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
181,FORT IFEANYI DIKE,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
242,ISA MOHAMMED ASHIRU,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
295,MASHOOD MUSTAPHA,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
336,NATHANIEL IGE AGUNBIADE,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
363,OMO CHRISTOPHER ISU,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
393,SAMUEL BABATUNDE ADEJARE,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
398,SANI RUWAN DORUWA IBRAHIM,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
455,YACOOB EKUNDAYO A. AJEBIOSU,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
463,YUSUF SHITU GALAMBI,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
46,AGBOOLA AYOOLA HOSEA,"",Vice-Chairman,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
208,HASKE FRANCIS HANANIYA,"",Committee Member,Electoral Matters & Political Party Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
247,ISMAIL INAH HUSSAIN,"",Committee Member,Electoral Matters & Political Party Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
261,KAREEM TAJUDEEN ABISODUN,"",Committee Member,Electoral Matters & Political Party Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
312,MONSURU ALAO OWOLABI,"",Committee Member,Electoral Matters & Political Party Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
336,NATHANIEL IGE AGUNBIADE,"",Committee Member,Electoral Matters & Political Party Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
405,SIMON DAVOU MWADKWON,"",Committee Member,Electoral Matters & Political Party Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
406,SIMON YAKUBU ARABO,"",Committee Member,Electoral Matters & Political Party Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
463,YUSUF SHITU GALAMBI,"",Committee Member,Electoral Matters & Political Party Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
119,BEN NNEBEDUMCHUKWU NWANKWO,"",Committee Member,Emergency & Disaster Preparedness Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
157,DAWARI IBIETELA GEORGE,"",Committee Member,Emergency & Disaster Preparedness Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
174,EZIUCHE CHINWE UBANI,"",Committee Member,Emergency & Disaster Preparedness Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
235,INNOCENT ZEITET TIRSEL,"",Committee Member,Emergency & Disaster Preparedness Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
237,IRONA GERALD ALPHONSUS,"",Committee Member,Emergency & Disaster Preparedness Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
312,MONSURU ALAO OWOLABI,"",Committee Member,Emergency & Disaster Preparedness Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
314,MOSHOOD ABIODUN BAKARE,"",Committee Member,Emergency & Disaster Preparedness Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
468,ZAPHANIAH JISALO BITRUS,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
215,HENRY ALADEINYEFA DANIEL-OFONGO,"",Committee Member,Emergency & Disaster Preparedness Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
168,EMMANUEL MEMGA UDENDE,"",Vice-Chairman,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
255,JOHN DYEGH,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
167,EMMANUEL YISA ORKER-JEV,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
172,EWA-HENSHAW BASSEY EKO,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
131,CHANCHANGI RUFAI AHMED,"",Committee Member,Emergency & Disaster Preparedness Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
333,NASIRU SULE GARO,"",Committee Member,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
